ParentID,SampleID,FromMachineID,ToMachineID
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
W345,W345,-1,1008
W345,W345,1008,1021
W345,W345,1021,1022
W345,W345,1022,1021
W345,W345,1021,1023
W345,W345,1023,996
W345,W345,996,1005
W345,W345_N,1005,1019
W345,W345_N,1019,997
W345,W345_N,997,991
W345,W345_N,991,997
W345,W345_N,997,1028
W345,W345_N,1028,997
W345,W345_N,997,1019
SBH421399,SBH421399_N0/SAL096989,1030,1035
SBH421399,SBH421399_N0/SAL096989,1035,999
SBH421400,SBH421400,-1,1008
SBH421400,SBH421400,1008,1021
SBH421400,SBH421400,1021,1022
SBH421400,SBH421400,1022,1021
SBH421400,SBH421400,1021,1023
SBH421400,SBH421400,1023,996
SBH421400,SBH421400_N,996,1019
SBH421400,SBH421400_N,1019,997
SBH421400,SBH421400_N,997,990
SBH421400,SBH421400_N,990,997
SBH421400,SBH421400_N,997,1028
SBH421400,SBH421400_N,1028,997
SBH421400,SBH421400_N,997,998
SBH421400,SBH421400_N,998,997
SBH421400,SBH421400_N,997,1019
SBH421400,SBH421400_N/C,1019,1000
SBH421400,SBH421400_N/C,1000,999
SBH421400,SBH421400_N/C,999,1034
SBH421400,SBH421400_N/C,1034,999
SBH421400,SBH421400_N0/SAL097102,999,1004
SBH421400,SBH421400_N0/SAL097102,1004,999
SBH421400,SBH421400_N0/SAL097102,999,1035
SBH421400,SBH421400_N0/SAL097102,1035,1030
SBH421400,SBH421400_N0/SAL097102,1030,999
SBH421401,SBH421401,-1,1007
SBH421401,SBH421401,1007,1016
SBH421401,SBH421401,1016,1017
SBH421401,SBH421401,1017,1016
SBH421401,SBH421401,1016,1017
SBH421401,SBH421401,1017,1016
SBH421401,SBH421401,1016,1018
SBH421401,SBH421401,1018,995
SBH421401,SBH421401_N,995,1014
SBH421401,SBH421401_N,1014,997
SBH421401,SBH421401_N,997,993
SBH421401,SBH421401_N,993,997
SBH421401,SBH421401_N,997,1028
SBH421401,SBH421401_N,1028,997
SBH421401,SBH421401_N,997,998
SBH421401,SBH421401_N,998,997
SBH421401,SBH421401_N,997,1019
SBH421401,SBH421401_N/C,1019,1000
SBH421401,SBH421401_N/C,1000,999
SBH421401,SBH421401_N/C,999,1034
SBH421401,SBH421401_N/C,1034,999
SBH421401,SBH421401_N0/SAL097122,999,1004
SBH421401,SBH421401_N0/SAL097122,1004,1003
SBH421401,SBH421401_N0/SAL097122,1003,999
SBH421401,SBH421401_N0/SAL097122,999,1035
SBH421401,SBH421401_N0/SAL097122,1035,1030
SBH421401,SBH421401_N0/SAL097122,1030,1035
SBH421401,SBH421401_N0/SAL097122,1035,999
SBH421402,SBH421402,-1,1007
SBH421402,SBH421402,1007,1016
SBH421402,SBH421402,1016,1017
SBH421402,SBH421402,1017,1016
SBH421402,SBH421402,1016,1017
SBH421402,SBH421402,1017,1016
SBH421402,SBH421402,1016,1018
SBH421402,SBH421402,1018,995
SBH421402,SBH421402_N,995,1014
SBH421402,SBH421402_N,1014,997
SBH421402,SBH421402_N,997,993
SBH421402,SBH421402_N,993,997
SBH421402,SBH421402_N,997,1028
SBH421402,SBH421402_N,1028,997
SBH421402,SBH421402_N,997,998
SBH421402,SBH421402_N,998,997
SBH421402,SBH421402_N,997,1009
SBH421402,SBH421402_N/C,1009,1000
SBH421402,SBH421402_N/C,1000,999
SBH421402,SBH421402_N/C,999,1034
SBH421402,SBH421402_N/C,1034,999
SBH421402,SBH421402_N0/SAL097106,999,1004
SBH421402,SBH421402_N0/SAL097106,1004,1003
SBH421402,SBH421402_N0/SAL097106,1003,999
SBH421402,SBH421402_N0/SAL097106,999,1035
SBH421402,SBH421402_N0/SAL097106,1035,1030
SBH421402,SBH421402_N0/SAL097106,1030,1035
SBH421402,SBH421402_N0/SAL097106,1035,999
SBH421403,SBH421403,-1,1006
SBH421403,SBH421403,1006,1011
SBH421403,SBH421403,1011,1012
SBH421403,SBH421403,1012,1011
SBH421403,SBH421403,1011,1013
SBH421403,SBH421403,1013,994
SBH421403,SBH421403_N,994,1009
SBH421403,SBH421403_N,1009,997
SBH421403,SBH421403_N,997,1028
SBH421403,SBH421403_N,1028,997
SBH421403,SBH421403_N,997,992
SBH421403,SBH421403_N,992,997
SBH421403,SBH421403_N,997,1028
SBH421403,SBH421403_N,1028,997
SBH421403,SBH421403_N,997,998
SBH421403,SBH421403_N,998,997
SBH421403,SBH421403_N,997,1019
SBH421403,SBH421403_N/C,1019,1000
SBH421403,SBH421403_N/C,1000,999
SBH421403,SBH421403_N/C,999,1034
SBH421403,SBH421403_N/C,1034,999
SBH421403,SBH421403_N0/SAL097001,999,1004
SBH421403,SBH421403_N0/SAL097001,1004,1003
SBH421403,SBH421403_N0/SAL097001,1003,999
SBH421403,SBH421403_N0/SAL097001,999,1035
SBH421403,SBH421403_N0/SAL097001,1035,1030
SBH421403,SBH421403_N0/SAL097001,1030,1035
SBH421403,SBH421403_N0/SAL097001,1035,999
SBH421404,SBH421404,-1,1006
SBH421404,SBH421404,1006,1011
SBH421404,SBH421404,1011,1012
SBH421404,SBH421404,1012,1011
SBH421404,SBH421404,1011,1013
SBH421404,SBH421404,1013,994
SBH421404,SBH421404_N,994,1009
SBH421404,SBH421404_N,1009,997
SBH421404,SBH421404_N,997,992
SBH421404,SBH421404_N,992,997
SBH421404,SBH421404_N,997,1028
SBH421404,SBH421404_N,1028,997
SBH421404,SBH421404_N,997,998
SBH421404,SBH421404_N,998,997
SBH421404,SBH421404_N,997,1009
SBH421404,SBH421404_N/C,1009,1000
SBH421404,SBH421404_N/C,1000,999
SBH421404,SBH421404_N/C,999,1034
SBH421404,SBH421404_N/C,1034,999
SBH421404,SBH421404_N0/SAL097035,999,1004
SBH421404,SBH421404_N0/SAL097035,1004,1003
SBH421404,SBH421404_N0/SAL097035,1003,999
SBH421404,SBH421404_N0/SAL097035,999,1035
SBH421404,SBH421404_N0/SAL097035,1035,1030
SBH421404,SBH421404_N0/SAL097035,1030,1035
SBH421404,SBH421404_N0/SAL097035,1035,999
SBH421405,SBH421405,-1,1008
SBH421405,SBH421405,1008,1021
SBH421405,SBH421405,1021,1022
SBH421405,SBH421405,1022,1021
SBH421405,SBH421405,1021,1023
SBH421405,SBH421405,1023,996
SBH421405,SBH421405_N,996,1019
SBH421405,SBH421405_N,1019,997
SBH421405,SBH421405_N,997,990
SBH421405,SBH421405_N,990,997
SBH421405,SBH421405_N,997,1028
SBH421405,SBH421405_N,1028,997
SBH421405,SBH421405_N,997,998
SBH421405,SBH421405_N,998,997
SBH421405,SBH421405_N,997,1009
SBH421405,SBH421405_N/C,1009,1000
SBH421405,SBH421405_N/C,1000,999
SBH421405,SBH421405_N/C,999,1034
SBH421405,SBH421405_N/C,1034,999
SBH421405,SBH421405_N0/SAL097072,999,1004
SBH421405,SBH421405_N0/SAL097072,1004,1003
SBH421405,SBH421405_N0/SAL097072,1003,999
SBH421405,SBH421405_N0/SAL097072,999,1035
SBH421405,SBH421405_N0/SAL097072,1035,1030
SBH421405,SBH421405_N0/SAL097072,1030,1035
SBH421405,SBH421405_N0/SAL097072,1035,999
SBH421406,SBH421406,-1,1006
SBH421406,SBH421406,1006,1011
SBH421406,SBH421406,1011,1012
SBH421406,SBH421406,1012,1011
SBH421406,SBH421406,1011,1013
SBH421406,SBH421406,1013,994
SBH421406,SBH421406_N,994,1009
SBH421406,SBH421406_N,1009,997
SBH421406,SBH421406_N,997,993
SBH421406,SBH421406_N,993,997
SBH421406,SBH421406_N,997,1028
SBH421406,SBH421406_N,1028,997
SBH421406,SBH421406_N,997,998
SBH421406,SBH421406_N,998,997
SBH421406,SBH421406_N,997,1009
SBH421406,SBH421406_N/C,1009,1000
SBH421406,SBH421406_N/C,1000,999
SBH421406,SBH421406_N/C,999,1034
SBH421406,SBH421406_N/C,1034,999
SBH421406,SBH421406_N0/SAL097038,999,1004
SBH421406,SBH421406_N0/SAL097038,1004,1003
SBH421406,SBH421406_N0/SAL097038,1003,999
SBH421406,SBH421406_N0/SAL097038,999,1035
SBH421406,SBH421406_N0/SAL097038,1035,1030
SBH421406,SBH421406_N0/SAL097038,1030,1035
SBH421406,SBH421406_N0/SAL097038,1035,999
SBH421407,SBH421407,-1,1007
SBH421407,SBH421407,1007,1016
SBH421407,SBH421407,1016,1017
SBH421407,SBH421407,1017,1016
SBH421407,SBH421407,1016,1018
SBH421407,SBH421407,1018,995
SBH421407,SBH421407_N,995,1014
SBH421407,SBH421407_N,1014,997
SBH421407,SBH421407_N,997,990
SBH421407,SBH421407_N,990,997
SBH421407,SBH421407_N,997,998
SBH421407,SBH421407_N/C,998,1000
SBH421407,SBH421407_N/C,1000,999
SBH421407,SBH421407_N/C,999,1034
SBH421407,SBH421407_N/C,1034,999
SBH421407,SBH421407_N0/SAL096985,999,1004
SBH421407,SBH421407_N0/SAL096985,1004,1003
SBH421407,SBH421407_N0/SAL096985,1003,999
SBH421407,SBH421407_N0/SAL096985,999,1035
SBH421407,SBH421407_N0/SAL096985,1035,1030
SBH421407,SBH421407_N0/SAL096985,1030,1035
SBH421407,SBH421407_N0/SAL096985,1035,999
SBH421408,SBH421408,-1,1006
SBH421408,SBH421408,1006,1011
SBH421408,SBH421408,1011,1012
SBH421408,SBH421408,1012,1011
SBH421408,SBH421408,1011,1013
SBH421408,SBH421408,1013,994
SBH421408,SBH421408_N,994,1009
SBH421408,SBH421408_N,1009,997
SBH421408,SBH421408_N,997,990
SBH421408,SBH421408_N,990,997
SBH421408,SBH421408_N,997,1028
SBH421408,SBH421408_N,1028,997
SBH421408,SBH421408_N,997,998
SBH421408,SBH421408_N,998,997
SBH421408,SBH421408_N,997,1019
SBH421408,SBH421408_N/C,1019,1000
SBH421408,SBH421408_N/C,1000,999
SBH421408,SBH421408_N/C,999,1034
SBH421408,SBH421408_N/C,1034,999
SBH421408,SBH421408_N0/SAL097074,999,1004
SBH421408,SBH421408_N0/SAL097074,1004,1003
SBH421408,SBH421408_N0/SAL097074,1003,999
SBH421408,SBH421408_N0/SAL097074,999,1035
SBH421408,SBH421408_N0/SAL097074,1035,1030
SBH421408,SBH421408_N0/SAL097074,1030,1035
SBH421408,SBH421408_N0/SAL097074,1035,999
SBH421409,SBH421409,-1,1007
SBH421409,SBH421409,1007,1016
SBH421409,SBH421409,1016,1017
SBH421409,SBH421409,1017,1016
SBH421409,SBH421409,1016,1018
SBH421409,SBH421409,1018,995
SBH421409,SBH421409_N,995,1014
SBH421409,SBH421409_N,1014,997
SBH421409,SBH421409_N,997,990
SBH421409,SBH421409_N,990,997
SBH421409,SBH421409_N,997,1028
SBH421409,SBH421409_N,1028,997
SBH421409,SBH421409_N,997,998
SBH421409,SBH421409_N,998,997
SBH421409,SBH421409_N,997,1014
SBH421409,SBH421409_N/C,1014,1000
SBH421409,SBH421409_N/C,1000,999
SBH421409,SBH421409_N/C,999,1034
SBH421409,SBH421409_N/C,1034,999
SBH421409,SBH421409_N0/SAL097060,999,1004
SBH421409,SBH421409_N0/SAL097060,1004,1003
SBH421409,SBH421409_N0/SAL097060,1003,999
SBH421409,SBH421409_N0/SAL097060,999,1035
SBH421409,SBH421409_N0/SAL097060,1035,1030
SBH421409,SBH421409_N0/SAL097060,1030,1035
SBH421409,SBH421409_N0/SAL097060,1035,999
SBH421410,SBH421410,-1,1006
SBH421410,SBH421410,1006,1011
SBH421410,SBH421410,1011,1012
SBH421410,SBH421410,1012,1011
SBH421410,SBH421410,1011,1012
SBH421410,SBH421410,1012,1011
SBH421410,SBH421410,1011,1013
SBH421410,SBH421410,1013,994
SBH421410,SBH421410_N,994,1009
SBH421410,SBH421410_N,1009,997
SBH421410,SBH421410_N,997,992
SBH421410,SBH421410_N,992,997
SBH421410,SBH421410_N,997,1028
SBH421410,SBH421410_N,1028,997
SBH421410,SBH421410_N,997,998
SBH421410,SBH421410_N,998,997
SBH421410,SBH421410_N,997,1014
SBH421410,SBH421410_N/C,1014,1000
SBH421410,SBH421410_N/C,1000,999
SBH421410,SBH421410_N/C,999,1034
SBH421410,SBH421410_N/C,1034,999
SBH421410,SBH421410_N0/SAL097076,999,1004
SBH421410,SBH421410_N0/SAL097076,1004,1003
SBH421410,SBH421410_N0/SAL097076,1003,999
SBH421410,SBH421410_N0/SAL097076,999,1035
SBH421410,SBH421410_N0/SAL097076,1035,1030
SBH421410,SBH421410_N0/SAL097076,1030,1035
SBH421410,SBH421410_N0/SAL097076,1035,999
SBH421411,SBH421411,-1,1007
SBH421411,SBH421411,1007,1016
SBH421411,SBH421411,1016,1017
SBH421411,SBH421411,1017,1016
SBH421411,SBH421411,1016,1018
SBH421411,SBH421411,1018,995
SBH421411,SBH421411_N,995,1014
SBH421411,SBH421411_N,1014,997
SBH421411,SBH421411_N,997,992
SBH421411,SBH421411_N,992,997
SBH421411,SBH421411_N,997,1028
SBH421411,SBH421411_N,1028,997
SBH421411,SBH421411_N,997,998
SBH421411,SBH421411_N,998,997
SBH421411,SBH421411_N,997,1019
SBH421411,SBH421411_N/C,1019,1000
SBH421411,SBH421411_N/C,1000,999
SBH421411,SBH421411_N/C,999,1034
SBH421411,SBH421411_N/C,1034,999
SBH421411,SBH421411_N0/SAL097061,999,1004
SBH421411,SBH421411_N0/SAL097061,1004,1003
SBH421411,SBH421411_N0/SAL097061,1003,999
SBH421411,SBH421411_N0/SAL097061,999,1035
SBH421411,SBH421411_N0/SAL097061,1035,1030
SBH421411,SBH421411_N0/SAL097061,1030,1035
SBH421411,SBH421411_N0/SAL097061,1035,999
SBH421412,SBH421412,-1,1006
SBH421412,SBH421412,1006,1011
SBH421412,SBH421412,1011,1012
SBH421412,SBH421412,1012,1011
SBH421412,SBH421412,1011,1013
SBH421412,SBH421412,1013,994
SBH421412,SBH421412_N,994,1009
SBH421412,SBH421412_N,1009,997
SBH421412,SBH421412_N,997,992
SBH421412,SBH421412_N,992,997
SBH421412,SBH421412_N,997,1028
SBH421412,SBH421412_N,1028,997
SBH421412,SBH421412_N,997,998
SBH421412,SBH421412_N/C,998,1000
SBH421412,SBH421412_N/C,1000,999
SBH421412,SBH421412_N/C,999,1034
SBH421412,SBH421412_N/C,1034,999
SBH421412,SBH421412_N0/SAL096982,999,1004
SBH421412,SBH421412_N0/SAL096982,1004,1003
SBH421412,SBH421412_N0/SAL096982,1003,999
SBH421412,SBH421412_N0/SAL096982,999,1035
SBH421412,SBH421412_N0/SAL096982,1035,1030
SBH421412,SBH421412_N0/SAL096982,1030,1035
SBH421412,SBH421412_N0/SAL096982,1035,999
SBH421413,SBH421413,-1,1007
SBH421413,SBH421413,1007,1016
SBH421413,SBH421413,1016,1017
SBH421413,SBH421413,1017,1016
SBH421413,SBH421413,1016,1018
SBH421413,SBH421413,1018,995
SBH421413,SBH421413_N,995,1014
SBH421413,SBH421413_N,1014,997
SBH421413,SBH421413_N,997,991
SBH421413,SBH421413_N,991,997
SBH421413,SBH421413_N,997,1028
SBH421413,SBH421413_N,1028,997
SBH421413,SBH421413_N,997,998
SBH421413,SBH421413_N,998,997
SBH421413,SBH421413_N,997,1009
SBH421413,SBH421413_N/C,1009,1000
SBH421413,SBH421413_N/C,1000,999
SBH421413,SBH421413_N/C,999,1034
SBH421413,SBH421413_N/C,1034,999
SBH421413,SBH421413_N0/SAL097045,999,1004
SBH421413,SBH421413_N0/SAL097045,1004,1003
SBH421413,SBH421413_N0/SAL097045,1003,999
SBH421413,SBH421413_N0/SAL097045,999,1035
SBH421413,SBH421413_N0/SAL097045,1035,1030
SBH421413,SBH421413_N0/SAL097045,1030,1035
SBH421413,SBH421413_N0/SAL097045,1035,999
SBH421414,SBH421414,-1,1006
SBH421414,SBH421414,1006,1011
SBH421414,SBH421414,1011,1012
SBH421414,SBH421414,1012,1011
SBH421414,SBH421414,1011,1013
SBH421414,SBH421414,1013,994
SBH421414,SBH421414_N,994,1009
SBH421414,SBH421414_N,1009,997
SBH421414,SBH421414_N,997,989
SBH421414,SBH421414_N,989,997
SBH421414,SBH421414_N,997,1028
SBH421414,SBH421414_N,1028,997
SBH421414,SBH421414_N,997,998
SBH421414,SBH421414_N,998,997
SBH421414,SBH421414_N,997,1014
SBH421414,SBH421414_N/C,1014,1000
SBH421414,SBH421414_N/C,1000,999
SBH421414,SBH421414_N/C,999,1034
SBH421414,SBH421414_N/C,1034,999
SBH421414,SBH421414_N0/SAL097104,999,1004
SBH421414,SBH421414_N0/SAL097104,1004,999
SBH421414,SBH421414_N0/SAL097104,999,1035
SBH421414,SBH421414_N0/SAL097104,1035,1030
SBH421414,SBH421414_N0/SAL097104,1030,1035
SBH421414,SBH421414_N0/SAL097104,1035,999
SBH421415,SBH421415,-1,1007
SBH421415,SBH421415,1007,1016
SBH421415,SBH421415,1016,1017
SBH421415,SBH421415,1017,1016
SBH421415,SBH421415,1016,1018
SBH421415,SBH421415,1018,995
SBH421415,SBH421415_N,995,1014
SBH421415,SBH421415_N,1014,997
SBH421415,SBH421415_N,997,989
SBH421415,SBH421415_N,989,997
SBH421415,SBH421415_N,997,1028
SBH421415,SBH421415_N,1028,997
SBH421415,SBH421415_N,997,998
SBH421415,SBH421415_N,998,997
SBH421415,SBH421415_N,997,1009
SBH421415,SBH421415_N/C,1009,1000
SBH421415,SBH421415_N/C,1000,999
SBH421415,SBH421415_N/C,999,1034
SBH421415,SBH421415_N/C,1034,999
SBH421415,SBH421415_N0/SAL097021,999,1004
SBH421415,SBH421415_N0/SAL097021,1004,1003
SBH421415,SBH421415_N0/SAL097021,1003,999
SBH421415,SBH421415_N0/SAL097021,999,1035
SBH421415,SBH421415_N0/SAL097021,1035,1030
SBH421415,SBH421415_N0/SAL097021,1030,1035
SBH421415,SBH421415_N0/SAL097021,1035,999
SBH421416,SBH421416,-1,1007
SBH421416,SBH421416,1007,1016
SBH421416,SBH421416,1016,1017
SBH421416,SBH421416,1017,1016
SBH421416,SBH421416,1016,1018
SBH421416,SBH421416,1018,995
SBH421416,SBH421416_N,995,1014
SBH421416,SBH421416_N,1014,997
SBH421416,SBH421416_N,997,993
SBH421416,SBH421416_N,993,997
SBH421416,SBH421416_N,997,1028
SBH421416,SBH421416_N,1028,997
SBH421416,SBH421416_N,997,998
SBH421416,SBH421416_N,998,997
SBH421416,SBH421416_N,997,1009
SBH421416,SBH421416_N/C,1009,1000
SBH421416,SBH421416_N/C,1000,999
SBH421416,SBH421416_N/C,999,1034
SBH421416,SBH421416_N/C,1034,999
SBH421416,SBH421416_N0/SAL097057,999,1004
SBH421416,SBH421416_N0/SAL097057,1004,1003
SBH421416,SBH421416_N0/SAL097057,1003,999
SBH421416,SBH421416_N0/SAL097057,999,1035
SBH421416,SBH421416_N0/SAL097057,1035,1030
SBH421416,SBH421416_N0/SAL097057,1030,1035
SBH421416,SBH421416_N0/SAL097057,1035,999
SBH421417,SBH421417,-1,1008
SBH421417,SBH421417,1008,1021
SBH421417,SBH421417,1021,1022
SBH421417,SBH421417,1022,1021
SBH421417,SBH421417,1021,1023
SBH421417,SBH421417,1023,996
SBH421417,SBH421417_N,996,1019
SBH421417,SBH421417_N,1019,997
SBH421417,SBH421417_N,997,993
SBH421417,SBH421417_N,993,997
SBH421417,SBH421417_N,997,1028
SBH421417,SBH421417_N,1028,997
SBH421417,SBH421417_N,997,998
SBH421417,SBH421417_N,998,997
SBH421417,SBH421417_N,997,1014
SBH421417,SBH421417_N/C,1014,1000
SBH421417,SBH421417_N/C,1000,999
SBH421417,SBH421417_N/C,999,1034
SBH421417,SBH421417_N/C,1034,999
SBH421417,SBH421417_N0/SAL097033,999,1004
SBH421417,SBH421417_N0/SAL097033,1004,1003
SBH421417,SBH421417_N0/SAL097033,1003,999
SBH421417,SBH421417_N0/SAL097033,999,1035
SBH421417,SBH421417_N0/SAL097033,1035,1030
SBH421417,SBH421417_N0/SAL097033,1030,1035
SBH421417,SBH421417_N0/SAL097033,1035,999
SBH421418,SBH421418,-1,1007
SBH421418,SBH421418,1007,1016
SBH421418,SBH421418,1016,1017
SBH421418,SBH421418,1017,1016
SBH421418,SBH421418,1016,1018
SBH421418,SBH421418,1018,995
SBH421418,SBH421418_N,995,1014
SBH421418,SBH421418_N,1014,997
SBH421418,SBH421418_N,997,990
SBH421418,SBH421418_N,990,997
SBH421418,SBH421418_N,997,1028
SBH421418,SBH421418_N,1028,997
SBH421418,SBH421418_N,997,998
SBH421418,SBH421418_N,998,997
SBH421418,SBH421418_N,997,1014
SBH421418,SBH421418_N/C,1014,1000
SBH421418,SBH421418_N/C,1000,999
SBH421418,SBH421418_N/C,999,1034
SBH421418,SBH421418_N/C,1034,999
SBH421418,SBH421418_N0/SAL097111,999,1004
SBH421418,SBH421418_N0/SAL097111,1004,1003
SBH421418,SBH421418_N0/SAL097111,1003,999
SBH421418,SBH421418_N0/SAL097111,999,1035
SBH421418,SBH421418_N0/SAL097111,1035,1030
SBH421418,SBH421418_N0/SAL097111,1030,1035
SBH421418,SBH421418_N0/SAL097111,1035,999
SBH421419,SBH421419,-1,1007
SBH421419,SBH421419,1007,1016
SBH421419,SBH421419,1016,1017
SBH421419,SBH421419,1017,1016
SBH421419,SBH421419,1016,1018
SBH421419,SBH421419,1018,995
SBH421419,SBH421419_N,995,1014
SBH421419,SBH421419_N,1014,997
SBH421419,SBH421419_N,997,991
SBH421419,SBH421419_N,991,997
SBH421419,SBH421419_N,997,1028
SBH421419,SBH421419_N,1028,997
SBH421419,SBH421419_N,997,998
SBH421419,SBH421419_N,998,997
SBH421419,SBH421419_N,997,1009
SBH421419,SBH421419_N/C,1009,1000
SBH421419,SBH421419_N/C,1000,999
SBH421419,SBH421419_N/C,999,1034
SBH421419,SBH421419_N/C,1034,999
SBH421419,SBH421419_N0/SAL097075,999,1004
SBH421419,SBH421419_N0/SAL097075,1004,1003
SBH421419,SBH421419_N0/SAL097075,1003,999
SBH421419,SBH421419_N0/SAL097075,999,1035
SBH421419,SBH421419_N0/SAL097075,1035,1030
SBH421419,SBH421419_N0/SAL097075,1030,1035
